id,externalid,firstname,lastname,email,title,lastmodifieddate,isinactive,department,supervisor,DELETE_RandomColumn,DELETE_SupervisorRow,DELETE_RandYear
2615,4724,Iyana,Singleton,Iyana.Singleton@businessdatastack.com,Analyst,2020-12-01,F,25,4269,2,231,2020
8286,45076,Jamie,Soto,Jamie.Soto@businessdatastack.com,Sr. Manager,2020-09-12,F,19,2943,5,235,2020
4269,38127,Jaelynn,Warner,Jaelynn.Warner@businessdatastack.com,Sr. Analyst,2021-12-02,F,33,1691,3,232,2021
1691,63318,Tony,Mcguire,Tony.Mcguire@businessdatastack.com,Manager,2021-01-28,F,16,1981,4,234,2021
7414,3853,Elena,Castro,Elena.Castro@businessdatastack.com,Analyst,2020-10-24,F,32,4474,2,240,2020
1981,2921,Julien,Ferguson,Julien.Ferguson@businessdatastack.com,Sr. Manager,2022-07-27,F,16,2943,5,235,2022
2943,83805,Irene,Santos,Irene.Santos@businessdatastack.com,Director,2021-11-17,F,29,4150,6,248,2021
5618,71596,Johnathon,Jarvis,Johnathon.Jarvis@businessdatastack.com,Analyst,2020-02-11,F,16,4474,2,240,2020
7465,25190,Colt,Terrell,Colt.Terrell@businessdatastack.com,Analyst,2020-06-11,T,37,4474,2,240,2020
6511,83718,Lea,Stokes,Lea.Stokes@businessdatastack.com,Sr. Manager,2020-08-17,F,29,7675,5,243,2020
2937,14176,Elaine,Gould,Elaine.Gould@businessdatastack.com,Sr. Manager,2020-10-07,F,35,7675,5,243,2020
4474,37916,Yael,Russo,Yael.Russo@businessdatastack.com,Sr. Analyst,2021-05-27,F,35,6420,3,241,2021
6420,50197,Paulina,Ross,Paulina.Ross@businessdatastack.com,Manager,2021-04-28,F,36,695,4,249,2021
5274,45219,Annika,Morris,Annika.Morris@businessdatastack.com,Analyst,2021-09-12,F,17,1715,2,256,2021
7675,88537,Makenzie,Case,Makenzie.Case@businessdatastack.com,Director,2021-07-20,F,36,4150,6,248,2021
8930,14218,Eileen,Sullivan,Eileen.Sullivan@businessdatastack.com,Analyst,2021-05-01,T,16,1715,2,256,2021
5741,47094,Kaeden,Hobbs,Kaeden.Hobbs@businessdatastack.com,Director,2021-12-23,F,20,4150,6,248,2021
4223,64012,Amelia,Poole,Amelia.Poole@businessdatastack.com,Analyst,2020-10-23,F,24,1715,2,256,2020
2700,57784,Jaidyn,Clements,Jaidyn.Clements@businessdatastack.com,Analyst,2020-11-21,T,23,1715,2,256,2020
4150,13894,Gunnar,Moran,Gunnar.Moran@businessdatastack.com,Sr. Director,2021-10-13,F,32,,7,,2021
695,47615,Parker,Norris,Parker.Norris@businessdatastack.com,Sr. Manager,2020-08-26,T,27,4340,5,251,2020
4709,25872,Blaze,Osborne,Blaze.Osborne@businessdatastack.com,Analyst,2021-06-08,F,19,1715,2,256,2021
4340,72372,June,Vasquez,June.Vasquez@businessdatastack.com,Director,2021-10-01,F,33,1837,6,252,2021
1837,44720,Madden,Shepard,Madden.Shepard@businessdatastack.com,Sr. Director,2021-10-14,F,28,,7,,2021
8772,73405,Iris,Kennedy,Iris.Kennedy@businessdatastack.com,Sr. Manager,2020-05-02,T,34,4846,5,259,2020
20,17966,Reagan,French,Reagan.French@businessdatastack.com,Manager,2021-11-03,F,31,1975,4,261,2021
9891,47912,Kira,Zamora,Kira.Zamora@businessdatastack.com,Sr. Director,2021-04-16,F,30,,7,,2021
1715,67515,Hassan,Cortez,Hassan.Cortez@businessdatastack.com,Sr. Analyst,2022-09-06,F,30,3637,3,257,2022
3637,60364,Amari,Love,Amari.Love@businessdatastack.com,Manager,2022-03-13,F,36,1975,4,261,2022
2648,64547,Braydon,Lowery,Braydon.Lowery@businessdatastack.com,Manager,2021-11-02,F,25,1975,4,261,2021
4846,36968,Jose,Morris,Jose.Morris@businessdatastack.com,Director,2021-08-11,F,32,4514,6,260,2021
4514,12132,Sebastian,Boyd,Sebastian.Boyd@businessdatastack.com,Sr. Director,2022-09-28,F,28,,7,,2022
1975,82578,Kaylin,Sherman,Kaylin.Sherman@businessdatastack.com,Sr. Manager,2022-04-04,F,37,9252,5,268,2022
3076,66616,Yurem,Knapp,Yurem.Knapp@businessdatastack.com,Manager,2021-01-15,F,16,2913,4,263,2021
2913,83661,Jayleen,Swanson,Jayleen.Swanson@businessdatastack.com,Sr. Manager,2021-11-18,F,32,9252,5,268,2021
4045,50134,Lacey,Farley,Lacey.Farley@businessdatastack.com,Sr. Manager,2022-01-22,F,22,9252,5,268,2022
8103,76404,Bethany,Ortega,Bethany.Ortega@businessdatastack.com,Sr. Director,2020-06-06,F,37,,7,,2020
9787,70352,Caiden,Morrison,Caiden.Morrison@businessdatastack.com,Sr. Manager,2022-07-26,F,31,9252,5,268,2022
1967,80384,Howard,Cummings,Howard.Cummings@businessdatastack.com,Manager,2020-01-07,F,30,9282,4,296,2020
9252,40582,George,Stewart,George.Stewart@businessdatastack.com,Director,2020-08-17,F,24,9340,6,279,2020
4320,43952,Richard,Jenkins,Richard.Jenkins@businessdatastack.com,Sr. Analyst,2022-08-25,F,17,8821,3,274,2022
583,64196,Alexandria,Donaldson,Alexandria.Donaldson@businessdatastack.com,Sr. Analyst,2020-04-21,F,34,8821,3,274,2020
5972,79271,Clayton,Ortega,Clayton.Ortega@businessdatastack.com,Analyst,2021-10-17,F,28,138,2,273,2021
8668,59996,Jimena,Clark,Jimena.Clark@businessdatastack.com,Analyst,2021-06-05,F,32,138,2,273,2021
138,2935,Colt,Stafford,Colt.Stafford@businessdatastack.com,Sr. Analyst,2022-09-04,F,36,8821,3,274,2022
8821,42926,Jose,Berry,Jose.Berry@businessdatastack.com,Manager,2021-05-13,F,37,9282,4,296,2021
6959,54683,Laura,Stein,Laura.Stein@businessdatastack.com,Director,2020-05-25,F,30,9340,6,279,2020
2216,29047,Taliyah,Long,Taliyah.Long@businessdatastack.com,Sr. Analyst,2022-02-01,F,34,925,3,295,2022
7707,13617,Michaela,Eaton,Michaela.Eaton@businessdatastack.com,Sr. Analyst,2021-11-27,F,21,925,3,295,2021
4040,67028,Maximilian,Farrell,Maximilian.Farrell@businessdatastack.com,Analyst,2021-11-28,F,24,990,2,280,2021
9340,43381,Kaya,Watkins,Kaya.Watkins@businessdatastack.com,Sr. Director,2022-07-28,T,32,,7,,2022
990,18326,Jewel,George,Jewel.George@businessdatastack.com,Sr. Analyst,2022-05-07,F,19,925,3,295,2022
4239,86110,Devon,Garcia,Devon.Garcia@businessdatastack.com,Analyst,2021-05-27,F,33,8994,2,282,2021
8994,25555,Areli,Watts,Areli.Watts@businessdatastack.com,Sr. Analyst,2022-06-19,F,24,925,3,295,2022
1474,56342,Kamora,Lester,Kamora.Lester@businessdatastack.com,Director,2022-03-05,T,17,9326,6,285,2022
5781,28295,Ronin,Marks,Ronin.Marks@businessdatastack.com,Sr. Analyst,2020-02-25,F,29,925,3,295,2020
9326,80857,Alondra,Donaldson,Alondra.Donaldson@businessdatastack.com,Sr. Director,2022-03-24,F,20,,7,,2022
6442,5559,Riya,Beck,Riya.Beck@businessdatastack.com,Analyst,2020-03-23,F,25,5452,2,292,2020
521,86064,Skye,Patel,Skye.Patel@businessdatastack.com,Director,2021-09-06,F,36,6851,6,291,2021
5920,69734,Eric,Roman,Eric.Roman@businessdatastack.com,Director,2022-07-25,T,20,6851,6,291,2022
8688,59365,Cash,Knight,Cash.Knight@businessdatastack.com,Analyst,2020-05-28,F,26,5452,2,292,2020
3542,2596,Marcus,Bright,Marcus.Bright@businessdatastack.com,Director,2020-10-07,F,16,6851,6,291,2020
6851,33155,Jaiden,Norris,Jaiden.Norris@businessdatastack.com,Sr. Director,2021-09-06,F,22,,7,,2021
5452,24412,Howard,Houston,Howard.Houston@businessdatastack.com,Sr. Analyst,2022-03-06,T,25,925,3,295,2022
3850,76608,Paul,Villanueva,Paul.Villanueva@businessdatastack.com,Sr. Director,2022-05-09,F,32,,7,,2022
6009,88875,Makayla,Harding,Makayla.Harding@businessdatastack.com,Analyst,2022-05-13,F,36,8985,2,304,2022
925,7139,Marlon,Hensley,Marlon.Hensley@businessdatastack.com,Manager,2022-02-02,F,37,9282,4,296,2022
9282,76038,Nico,Dominguez,Nico.Dominguez@businessdatastack.com,Sr. Manager,2021-03-12,F,37,3993,5,301,2021
1538,74707,Elisa,Salinas,Elisa.Salinas@businessdatastack.com,Analyst,2020-12-13,F,17,8985,2,304,2020
6505,89899,Mary,Moyer,Mary.Moyer@businessdatastack.com,Sr. Manager,2020-10-05,F,32,3993,5,301,2020
2937,78235,Hamza,Wong,Hamza.Wong@businessdatastack.com,Manager,2020-05-19,F,29,3890,4,308,2020
7596,30650,Reginald,Herring,Reginald.Herring@businessdatastack.com,Manager,2022-05-04,F,23,3890,4,308,2022
3993,4597,Roman,Davenport,Roman.Davenport@businessdatastack.com,Director,2020-08-05,T,20,8837,6,305,2020
2650,24178,Kaitlynn,Shaw,Kaitlynn.Shaw@businessdatastack.com,Director,2020-10-26,F,28,8837,6,305,2020
5156,60499,Caden,Brown,Caden.Brown@businessdatastack.com,Manager,2020-08-13,T,22,3890,4,308,2020
8985,66311,Tripp,Harvey,Tripp.Harvey@businessdatastack.com,Sr. Analyst,2021-11-01,F,33,1094,3,319,2021
8837,22979,River,York,River.York@businessdatastack.com,Sr. Director,2021-12-02,F,22,,7,,2021
909,34119,Ramiro,Erickson,Ramiro.Erickson@businessdatastack.com,Sr. Director,2020-12-01,F,20,,7,,2020
3809,59183,Seamus,Tyler,Seamus.Tyler@businessdatastack.com,Sr. Director,2020-11-11,F,33,,7,,2020
3890,94286,Dania,Lucero,Dania.Lucero@businessdatastack.com,Sr. Manager,2022-05-16,F,27,5192,5,324,2022
5593,6340,Makenna,Atkins,Makenna.Atkins@businessdatastack.com,Sr. Manager,2021-07-09,F,31,5192,5,324,2021
1578,49336,Kaya,Pineda,Kaya.Pineda@businessdatastack.com,Sr. Analyst,2022-09-22,F,23,1094,3,319,2022
4432,67404,Jamal,Pena,Jamal.Pena@businessdatastack.com,Analyst,2021-07-14,F,19,7895,2,312,2021
7895,96001,Braylon,Peck,Braylon.Peck@businessdatastack.com,Sr. Analyst,2022-03-17,F,24,1094,3,319,2022
6361,40150,Keyon,Tate,Keyon.Tate@businessdatastack.com,Sr. Manager,2021-08-27,F,27,5192,5,324,2021
4932,88117,Evangeline,Yang,Evangeline.Yang@businessdatastack.com,Sr. Director,2022-03-01,F,29,,7,,2022
3471,35180,Rodney,Burnett,Rodney.Burnett@businessdatastack.com,Sr. Analyst,2021-07-14,F,35,1094,3,319,2021
1595,97651,Alijah,Rios,Alijah.Rios@businessdatastack.com,Sr. Director,2021-05-17,F,30,,7,,2021
1901,22461,Anton,Reed,Anton.Reed@businessdatastack.com,Sr. Director,2022-05-13,F,30,,7,,2022
3089,83863,Nancy,Decker,Nancy.Decker@businessdatastack.com,Analyst,2020-01-03,F,28,7541,2,322,2020
1094,67178,Zion,Diaz,Zion.Diaz@businessdatastack.com,Manager,2021-01-03,F,21,7617,4,331,2021
4431,24154,Waylon,Barron,Waylon.Barron@businessdatastack.com,Manager,2022-07-25,F,21,7617,4,331,2022
1495,65805,London,Dudley,London.Dudley@businessdatastack.com,Sr. Director,2020-08-16,F,22,,7,,2020
7541,91204,Quinn,Key,Quinn.Key@businessdatastack.com,Sr. Analyst,2020-09-06,T,17,674,3,325,2020
2563,75834,Tyree,Jefferson,Tyree.Jefferson@businessdatastack.com,Sr. Analyst,2021-11-08,F,24,674,3,325,2021
5192,8784,Kaylee,Koch,Kaylee.Koch@businessdatastack.com,Director,2021-11-22,F,26,9232,6,327,2021
674,40079,Bianca,Kemp,Bianca.Kemp@businessdatastack.com,Manager,2021-09-03,F,27,7617,4,331,2021
2245,41786,Julia,Burke,Julia.Burke@businessdatastack.com,Director,2020-12-15,F,29,9232,6,327,2020
9232,22235,Deven,Park,Deven.Park@businessdatastack.com,Sr. Director,2022-02-12,F,20,,7,,2022
5736,44613,Leo,Sims,Leo.Sims@businessdatastack.com,Director,2020-12-16,T,36,5503,6,338,2020
6102,38608,Bailee,Barnett,Bailee.Barnett@businessdatastack.com,Sr. Analyst,2020-10-02,F,23,9419,3,336,2020
1433,90201,Marissa,Marks,Marissa.Marks@businessdatastack.com,Analyst,2020-09-09,F,19,6844,2,347,2020
7617,55150,Jorge,Flowers,Jorge.Flowers@businessdatastack.com,Sr. Manager,2022-02-18,F,18,1323,5,341,2022
7433,75398,Joseph,Riddle,Joseph.Riddle@businessdatastack.com,Sr. Manager,2020-04-28,F,18,1323,5,341,2020
2022,54192,Davian,Jordan,Davian.Jordan@businessdatastack.com,Analyst,2020-06-28,F,25,6844,2,347,2020
7938,35557,Paul,Schwartz,Paul.Schwartz@businessdatastack.com,Sr. Manager,2022-09-08,F,26,1323,5,341,2022
1535,45663,Darius,Harper,Darius.Harper@businessdatastack.com,Sr. Manager,2022-01-02,F,30,1323,5,341,2022
9419,58781,Raphael,Gardner,Raphael.Gardner@businessdatastack.com,Manager,2020-07-10,F,18,5257,4,339,2020
4756,33013,Zoie,Gill,Zoie.Gill@businessdatastack.com,Analyst,2020-06-03,T,23,6844,2,347,2020
5503,80947,Eva,Guerrero,Eva.Guerrero@businessdatastack.com,Sr. Director,2020-10-13,F,27,,7,,2020
5257,71038,Damien,Steele,Damien.Steele@businessdatastack.com,Sr. Manager,2022-07-02,F,29,1323,5,341,2022
6731,20114,George,Rivers,George.Rivers@businessdatastack.com,Analyst,2022-01-14,T,30,6844,2,347,2022
1323,30530,Nathaniel,Santiago,Nathaniel.Santiago@businessdatastack.com,Director,2021-02-02,F,25,8583,6,342,2021
8583,79687,Harry,Rosario,Harry.Rosario@businessdatastack.com,Sr. Director,2022-07-22,T,29,,7,,2022
1370,14184,Savion,Hawkins,Savion.Hawkins@businessdatastack.com,Analyst,2022-06-15,F,33,6844,2,347,2022
4561,69225,Sage,Mcconnell,Sage.Mcconnell@businessdatastack.com,Manager,2022-07-04,F,29,9547,4,345,2022
9547,16770,Angel,Harper,Angel.Harper@businessdatastack.com,Sr. Manager,2022-01-12,F,22,3940,5,349,2022
4995,80738,Johnny,Drake,Johnny.Drake@businessdatastack.com,Sr. Director,2022-02-06,F,25,,7,,2022
6844,94102,Marilyn,Bautista,Marilyn.Bautista@businessdatastack.com,Sr. Analyst,2021-09-22,F,37,8216,3,357,2021
9441,22660,Anne,Horton,Anne.Horton@businessdatastack.com,Sr. Director,2022-06-13,F,30,,7,,2022
3940,69299,Aron,Gilbert,Aron.Gilbert@businessdatastack.com,Director,2022-05-10,F,36,7775,6,352,2022
5630,40496,Mary,Townsend,Mary.Townsend@businessdatastack.com,Analyst,2022-07-19,F,27,6941,2,353,2022
2494,68774,Roselyn,Hansen,Roselyn.Hansen@businessdatastack.com,Sr. Manager,2020-01-23,F,28,2696,5,366,2020
7775,36412,Ali,Bean,Ali.Bean@businessdatastack.com,Sr. Director,2021-08-02,T,29,,7,,2021
6941,3359,Lamont,Dillon,Lamont.Dillon@businessdatastack.com,Sr. Analyst,2022-05-13,F,34,8216,3,357,2022
2569,584,Lorenzo,Davila,Lorenzo.Davila@businessdatastack.com,Sr. Analyst,2022-01-25,T,25,8216,3,357,2022
9370,95864,Brian,Bartlett,Brian.Bartlett@businessdatastack.com,Analyst,2021-06-02,F,18,6209,2,356,2021
6209,56638,Jalen,Lambert,Jalen.Lambert@businessdatastack.com,Sr. Analyst,2020-06-12,F,23,8216,3,357,2020
8216,23521,Kylie,Brock,Kylie.Brock@businessdatastack.com,Manager,2021-11-09,F,30,8201,4,369,2021
1257,82510,Gabriel,Rhodes,Gabriel.Rhodes@businessdatastack.com,Sr. Director,2021-11-26,T,27,,7,,2021
1975,72871,Sarahi,Campos,Sarahi.Campos@businessdatastack.com,Manager,2020-10-07,F,34,8201,4,369,2020
6503,45891,Terrance,Ritter,Terrance.Ritter@businessdatastack.com,Sr. Analyst,2022-09-21,F,28,6913,3,363,2022
7670,92653,Victoria,Irwin,Victoria.Irwin@businessdatastack.com,Sr. Analyst,2021-02-03,F,24,6913,3,363,2021
8373,85376,Quinten,Norris,Quinten.Norris@businessdatastack.com,Sr. Director,2020-10-09,T,25,,7,,2020
6913,40754,Ronnie,Donaldson,Ronnie.Donaldson@businessdatastack.com,Manager,2021-07-06,T,16,8201,4,369,2021
4285,35821,Lizeth,Rivera,Lizeth.Rivera@businessdatastack.com,Analyst,2021-01-21,F,32,3487,2,375,2021
1930,41288,Erik,Ashley,Erik.Ashley@businessdatastack.com,Manager,2022-02-08,F,34,8201,4,369,2022
2696,25579,Brooks,Carlson,Brooks.Carlson@businessdatastack.com,Director,2021-10-08,T,20,1090,6,371,2021
3433,75531,Ahmed,Duke,Ahmed.Duke@businessdatastack.com,Analyst,2022-02-07,F,16,3487,2,375,2022
829,5968,Osvaldo,Mcpherson,Osvaldo.Mcpherson@businessdatastack.com,Director,2022-07-23,T,29,1090,6,371,2022
8201,52101,Kaiya,Sexton,Kaiya.Sexton@businessdatastack.com,Sr. Manager,2022-01-21,T,36,841,5,370,2022
841,79091,Aryanna,Allen,Aryanna.Allen@businessdatastack.com,Director,2022-08-01,T,26,1090,6,371,2022
1090,65115,Nikhil,Matthews,Nikhil.Matthews@businessdatastack.com,Sr. Director,2020-08-20,F,20,,7,,2020
4318,68997,Sammy,Murray,Sammy.Murray@businessdatastack.com,Sr. Manager,2021-05-16,F,37,8989,5,378,2021
7157,77269,Elianna,Maddox,Elianna.Maddox@businessdatastack.com,Analyst,2020-10-07,F,28,3487,2,375,2020
640,27011,Ray,Snow,Ray.Snow@businessdatastack.com,Analyst,2022-04-25,F,35,3487,2,375,2022
3487,14233,Irene,Lowe,Irene.Lowe@businessdatastack.com,Sr. Analyst,2021-07-25,F,32,2649,3,376,2021
2649,82999,Orion,Miles,Orion.Miles@businessdatastack.com,Manager,2020-01-25,F,19,5149,4,377,2020
5149,91102,Anabella,Singh,Anabella.Singh@businessdatastack.com,Sr. Manager,2022-07-05,F,26,8989,5,378,2022
8989,39717,Dana,Love,Dana.Love@businessdatastack.com,Director,2022-07-11,F,23,5852,6,381,2022
2444,98404,Bria,Fitzpatrick,Bria.Fitzpatrick@businessdatastack.com,Director,2021-06-18,F,22,5852,6,381,2021
4786,64960,Allisson,Saunders,Allisson.Saunders@businessdatastack.com,Manager,2022-08-26,F,29,2321,4,394,2022
5852,99629,Theodore,Wiley,Theodore.Wiley@businessdatastack.com,Sr. Director,2020-03-05,F,21,,7,,2020
9186,43641,India,Schaefer,India.Schaefer@businessdatastack.com,Manager,2022-05-06,F,19,2321,4,394,2022
191,72141,Uriah,Estrada,Uriah.Estrada@businessdatastack.com,Sr. Director,2020-02-25,F,32,,7,,2020
5557,31795,Ingrid,Mullen,Ingrid.Mullen@businessdatastack.com,Sr. Analyst,2020-04-02,T,29,62,3,389,2020
8871,7099,Karen,Levy,Karen.Levy@businessdatastack.com,Director,2021-11-26,F,36,8586,6,387,2021
4105,55012,Devyn,Hess,Devyn.Hess@businessdatastack.com,Sr. Analyst,2022-05-26,F,34,62,3,389,2022
8586,77430,Marin,Houston,Marin.Houston@businessdatastack.com,Sr. Director,2022-01-24,F,16,,7,,2022
1377,20858,Grant,Cochran,Grant.Cochran@businessdatastack.com,Analyst,2022-05-05,T,31,9686,2,390,2022
62,22178,Jalen,Howell,Jalen.Howell@businessdatastack.com,Manager,2020-10-13,T,18,2321,4,394,2020
9686,58569,Rayne,Flores,Rayne.Flores@businessdatastack.com,Sr. Analyst,2022-09-27,T,30,1616,3,399,2022
4079,44094,River,Lopez,River.Lopez@businessdatastack.com,Sr. Analyst,2020-07-19,F,19,1616,3,399,2020
6610,66037,Rhett,Rosales,Rhett.Rosales@businessdatastack.com,Analyst,2021-09-03,F,34,9841,2,400,2021
9009,5687,Sarai,Farrell,Sarai.Farrell@businessdatastack.com,Analyst,2021-12-08,F,20,9841,2,400,2021
2321,81,Julio,Ryan,Julio.Ryan@businessdatastack.com,Sr. Manager,2020-08-14,F,19,6835,5,397,2020
5626,98374,Kathryn,Hebert,Kathryn.Hebert@businessdatastack.com,Sr. Manager,2020-12-08,F,22,6835,5,397,2020
8474,36997,Angeline,Huang,Angeline.Huang@businessdatastack.com,Sr. Manager,2021-07-17,F,22,6835,5,397,2021
6835,19875,Kael,Hopkins,Kael.Hopkins@businessdatastack.com,Director,2021-03-14,F,32,9165,6,404,2021
8843,5933,Derrick,Shaffer,Derrick.Shaffer@businessdatastack.com,Sr. Manager,2022-09-08,F,30,128,5,410,2022
1616,80058,Amaya,Duran,Amaya.Duran@businessdatastack.com,Manager,2021-01-01,F,30,7008,4,405,2021
9841,31772,Alexa,Moreno,Alexa.Moreno@businessdatastack.com,Sr. Analyst,2022-08-12,F,16,6970,3,403,2022
3737,15168,Nicole,Hayes,Nicole.Hayes@businessdatastack.com,Analyst,2022-02-03,F,18,4472,2,402,2022
4472,27745,Semaj,Pennington,Semaj.Pennington@businessdatastack.com,Sr. Analyst,2020-11-06,F,17,6970,3,403,2020
6970,40104,Maci,Rich,Maci.Rich@businessdatastack.com,Manager,2020-12-01,F,25,7008,4,405,2020
9165,81281,Kaila,Willis,Kaila.Willis@businessdatastack.com,Sr. Director,2021-03-07,F,32,,7,,2021
7008,97015,Darnell,Velez,Darnell.Velez@businessdatastack.com,Sr. Manager,2021-02-02,F,23,128,5,410,2021
356,33495,Emmanuel,Manning,Emmanuel.Manning@businessdatastack.com,Manager,2020-03-04,T,29,9392,4,409,2020
1685,63527,Jadiel,Murillo,Jadiel.Murillo@businessdatastack.com,Sr. Analyst,2022-09-19,F,34,2783,3,413,2022
5223,66018,Kamari,Webb,Kamari.Webb@businessdatastack.com,Sr. Analyst,2020-07-27,F,25,2783,3,413,2020
9392,18028,Taylor,Carson,Taylor.Carson@businessdatastack.com,Sr. Manager,2022-05-20,T,19,128,5,410,2022
128,67827,Yoselin,Cook,Yoselin.Cook@businessdatastack.com,Director,2021-02-15,F,34,3511,6,427,2021
2805,12079,Taylor,Sanders,Taylor.Sanders@businessdatastack.com,Sr. Analyst,2020-03-11,F,20,2783,3,413,2020
3908,37696,Ronald,Figueroa,Ronald.Figueroa@businessdatastack.com,Sr. Manager,2022-05-25,F,36,9319,5,415,2022
2783,937,Jaqueline,Clark,Jaqueline.Clark@businessdatastack.com,Manager,2020-10-06,F,20,4907,4,414,2020
4907,71309,Kristen,Stewart,Kristen.Stewart@businessdatastack.com,Sr. Manager,2020-09-26,F,35,9319,5,415,2020
9319,42585,Miranda,Benjamin,Miranda.Benjamin@businessdatastack.com,Director,2022-02-07,T,34,3511,6,427,2022
9981,27358,Haven,Richards,Haven.Richards@businessdatastack.com,Director,2021-09-15,F,20,3511,6,427,2021
6374,88219,Sage,Lara,Sage.Lara@businessdatastack.com,Director,2020-07-04,F,32,3511,6,427,2020
9178,59446,Alena,Freeman,Alena.Freeman@businessdatastack.com,Sr. Analyst,2022-07-07,F,34,3548,3,420,2022
3057,60429,Lorenzo,Wiggins,Lorenzo.Wiggins@businessdatastack.com,Sr. Manager,2021-06-25,T,29,440,5,426,2021
3548,24021,Esther,Oconnell,Esther.Oconnell@businessdatastack.com,Manager,2020-01-11,F,36,91,4,428,2020
8956,98783,Lorena,Baxter,Lorena.Baxter@businessdatastack.com,Sr. Analyst,2021-05-16,F,26,2675,3,423,2021
5526,16010,Rolando,Caldwell,Rolando.Caldwell@businessdatastack.com,Analyst,2020-04-14,F,21,5407,2,430,2020
2675,67761,Johnny,Grimes,Johnny.Grimes@businessdatastack.com,Manager,2021-07-10,T,30,91,4,428,2021
8210,46522,Oscar,Pearson,Oscar.Pearson@businessdatastack.com,Analyst,2021-09-01,F,30,5407,2,430,2021
8500,81635,Emmy,Gentry,Emmy.Gentry@businessdatastack.com,Manager,2022-09-02,F,24,91,4,428,2022
440,15332,Matias,Rojas,Matias.Rojas@businessdatastack.com,Director,2020-01-02,F,16,3511,6,427,2020
3511,38495,Gregory,Montoya,Gregory.Montoya@businessdatastack.com,Sr. Director,2021-05-06,T,17,,7,,2021
91,17115,Neil,Robinson,Neil.Robinson@businessdatastack.com,Sr. Manager,2021-09-15,F,24,7867,5,429,2021
7867,60106,Campbell,Dodson,Campbell.Dodson@businessdatastack.com,Director,2020-10-28,F,16,8226,6,435,2020
5407,19948,Kaia,Morse,Kaia.Morse@businessdatastack.com,Sr. Analyst,2021-04-20,F,23,6640,3,440,2021
7048,91956,Hanna,Pineda,Hanna.Pineda@businessdatastack.com,Sr. Analyst,2022-07-14,F,23,6640,3,440,2022
4263,20652,London,Nichols,London.Nichols@businessdatastack.com,Sr. Manager,2021-06-18,F,30,4253,5,438,2021
8816,61050,Aleah,Robertson,Aleah.Robertson@businessdatastack.com,Sr. Manager,2020-08-01,T,31,4253,5,438,2020
8496,80169,Penelope,James,Penelope.James@businessdatastack.com,Analyst,2020-08-26,F,28,2822,2,447,2020
8226,301,Dale,Watson,Dale.Watson@businessdatastack.com,Sr. Director,2022-01-04,F,19,,7,,2022
423,93881,Aubree,Powers,Aubree.Powers@businessdatastack.com,Analyst,2022-04-21,F,24,2822,2,447,2022
1971,63975,Hayden,Barrett,Hayden.Barrett@businessdatastack.com,Sr. Director,2022-04-21,F,28,,7,,2022
4253,99251,Wilson,Robinson,Wilson.Robinson@businessdatastack.com,Director,2022-06-04,F,18,2413,6,439,2022
2413,1950,Jovanni,Gross,Jovanni.Gross@businessdatastack.com,Sr. Director,2020-10-25,F,33,,7,,2020
6640,94346,Averie,Alvarez,Averie.Alvarez@businessdatastack.com,Manager,2022-04-18,F,32,1339,4,462,2022
447,48108,Kaden,Rivas,Kaden.Rivas@businessdatastack.com,Director,2021-08-03,F,20,2702,6,442,2021
2702,34145,Catalina,White,Catalina.White@businessdatastack.com,Sr. Director,2020-01-12,F,35,,7,,2020
8006,80291,Jakobe,Potts,Jakobe.Potts@businessdatastack.com,Sr. Director,2021-01-22,F,29,,7,,2021
5699,16033,Cason,Lester,Cason.Lester@businessdatastack.com,Analyst,2022-01-04,F,16,2822,2,447,2022
5674,88270,Myles,Cantu,Myles.Cantu@businessdatastack.com,Analyst,2022-08-21,F,30,2822,2,447,2022
3070,60611,Marshall,Rollins,Marshall.Rollins@businessdatastack.com,Manager,2020-05-05,F,19,1339,4,462,2020
2822,88453,Tianna,Barnett,Tianna.Barnett@businessdatastack.com,Sr. Analyst,2022-04-08,F,28,7310,3,455,2022
1508,2969,Grayson,Armstrong,Grayson.Armstrong@businessdatastack.com,Analyst,2022-05-06,F,21,9848,2,449,2022
9848,44674,Justus,Mcgee,Justus.Mcgee@businessdatastack.com,Sr. Analyst,2020-09-24,F,22,7310,3,455,2020
3277,37693,Monserrat,Stone,Monserrat.Stone@businessdatastack.com,Analyst,2021-05-07,T,26,7197,2,451,2021
7197,43963,Cecilia,Perez,Cecilia.Perez@businessdatastack.com,Sr. Analyst,2021-03-11,F,24,7310,3,455,2021
536,52421,Justice,Conway,Justice.Conway@businessdatastack.com,Sr. Director,2021-05-19,T,37,,7,,2021
3326,37340,Andy,Stokes,Andy.Stokes@businessdatastack.com,Sr. Director,2020-03-16,F,27,,7,,2020
2356,1204,Beatrice,Leon,Beatrice.Leon@businessdatastack.com,Analyst,2020-05-20,F,18,1494,2,463,2020
7310,63015,Adelaide,Rollins,Adelaide.Rollins@businessdatastack.com,Manager,2022-02-14,F,34,1339,4,462,2022
2662,55554,Haleigh,Stevenson,Haleigh.Stevenson@businessdatastack.com,Sr. Director,2020-11-23,F,27,,7,,2020
1384,64285,Carlo,Werner,Carlo.Werner@businessdatastack.com,Manager,2022-08-16,F,30,1339,4,462,2022
780,78220,Aidan,Fleming,Aidan.Fleming@businessdatastack.com,Manager,2020-02-21,F,31,1339,4,462,2020
